750000	-20.1	0.3027
750000	-18.1	0.3069
750000	-16.1	0.1928
750000	-14.2	0.0898
750000	-12.2	0.0553
750000	-10.1	0.039
750000	-8.2	0.0233
750000	-6.1	0.0112
750000	-4.1	-0.0004
750000	-2.1	-0.0003
750000	0.1	0.0029
750000	2	0.0056
750000	4.1	0.0067
750000	6.2	0.0085
750000	8.1	0.0127
750000	10.2	0.0274
750000	11.3	0.0303
750000	12.1	0.0369
750000	13.2	0.0509
750000	14.2	0.0648
750000	15.3	0.0776
750000	16.3	0.0917
750000	17.1	0.0994
750000	18.1	0.2306
750000	19.1	0.3142
750000	20.1	0.3186
750000	22	0.3694
750000	24.1	0.4457
750000	26.2	0.526
750000	28	0.6042
750000	30.1	0.7005
750000	32	0.7908
750000	34.1	0.894
750000	36.2	0.9647
750000	38	1.0523
750000	40	1.1403
1000000	-20.1	0.2983
1000000	-18.2	0.2955
1000000	-16.2	0.1826
1000000	-14.1	0.0793
1000000	-12.1	0.0547
1000000	-10.2	0.0401
1000000	-8.2	0.0266
1000000	-6.2	0.0183
1000000	-4.1	0.0004
1000000	-2.1	0.0009
1000000	0	0.0022
1000000	2.1	0.0037
1000000	4.1	0.005
1000000	6.1	0.0063
1000000	8.2	0.0096
1000000	10.1	0.0231
1000000	11.2	0.0236
1000000	12.2	0.0368
1000000	13.3	0.0551
1000000	14.2	0.0618
1000000	15.2	0.0705
1000000	16.2	0.088
1000000	17.2	0.1043
1000000	18.1	0.1325
1000000	19.2	0.3474
1000000	20	0.3211
1000000	22.1	0.3699
1000000	24	0.4348
1000000	26.1	0.5356
1000000	28.1	0.6192
1000000	30	0.7025
1000000	32.1	0.7916
1000000	34.1	0.8963
1000000	36	0.9737
1000000	38.1	1.0627
1000000	39.9	1.1509
1250000	-20.2	0.3016
1250000	-18.1	0.2783
1250000	-16	0.125
1250000	-14.2	0.0675
1250000	-12	0.0555
1250000	-10.1	0.0371
1250000	-8.1	0.0293
1250000	-6.1	0.0142
1250000	-4.1	0.0011
1250000	-2.1	0.0011
1250000	0	0.0012
1250000	2.1	0.003
1250000	4.1	0.0037
1250000	6.1	0.0033
1250000	8.1	0.0112
1250000	10.2	0.0203
1250000	11.2	0.0256
1250000	12.2	0.0423
1250000	13.2	0.0544
1250000	14.2	0.0613
1250000	15.2	0.075
1250000	16.2	0.0894
1250000	17.2	0.106
1250000	18.2	0.1373
1250000	19	0.3302
1250000	20.1	0.3394
1250000	22.1	0.3725
1250000	24	0.4299
1250000	26	0.5161
1250000	28	0.6104
1250000	30	0.697
1250000	31.9	0.7858
1250000	34.1	0.8939
1250000	36.2	0.9802
1250000	38	1.0677
1250000	39.9	1.1411
1500000	-20.1	0.321
1500000	-18	0.2866
1500000	-16.1	0.1241
1500000	-14.2	0.0642
1500000	-12.2	0.055
1500000	-10.2	0.0361
1500000	-8.1	0.0314
1500000	-6.2	0.0208
1500000	-4.1	0.0018
1500000	-2	0.0008
1500000	0	0.0004
1500000	2.1	0.0027
1500000	4.1	0.0026
1500000	6.1	0.0035
1500000	8.1	0.0079
1500000	10.2	0.0209
1500000	11.2	0.0252
1500000	12.2	0.0397
1500000	13.2	0.0479
1500000	14.1	0.0608
1500000	15.2	0.0744
1500000	16.2	0.0838
1500000	17.2	0.1073
1500000	18.2	0.1429
1500000	19	0.1733
1500000	20.2	0.202
1500000	22.2	0.3767
1500000	24	0.4369
